哀兵必胜 骄兵必败
跌跌撞撞 趔趔趄趄
喋喋不休 呶呶不休
丁忧 母丧
丁壮 壮年
叮嘱 吩咐
顶风 迎风
顶峰 高峰
顶用 中用
顶撞 顶嘴
顶嘴 顶撞
鼎力 大力
鼎立 鼎峙
鼎盛 壮盛
鼎峙 鼎立
订婚 定亲
订婚 订亲
订亲 订婚
订正 勘误
订正 修订
定居 假寓
定期 按期
定亲 订婚
丢脸 争脸
丢脸 难看
丢弃 抛弃
丢失 丧失
东风 春风
东拼西凑 七拼八凑
东山再起 卷土重来
东山再起 死灰复燃
东西 货色
冬风 北风
冬眠 蛰伏
懂得 理解
动弹 转动
动机 念头
动力 能源
动乱 骚乱
动怒 息怒
动人 动听
动身 出发
动手 着手
动听 动人
动摇 摇动
动员 发动
冻结 解冻
恫吓 恐吓
洞居 穴居
兜售 抛售
斗丽 争艳
斗室 小房
斗粟囊金 米珠薪贵
斗争 奋斗
斗志昂扬 意气风发
抖擞 振作
陡峭 峻峭
豆芽 芽菜
逗留 勾留
逗弄 逗引
毒酒 鸩酒
毒辣 狠毒
毒杀 鸩杀
渎职 失职
独裁 专制
独出机杼 别出心裁
独断 专断
独断专行 一意孤行
独居 茕居
独具匠心 步人后尘
独具匠心 依样画葫芦
独立国 自主国
独身 单身
独身只身 单身
独树一帜 自成一家
独特 奇特
独一 唯一
独一无二 举世无双
独一无二 绝无仅有
独一无二 空前绝后
独一无二 无独有偶
独有 独占
独占 独有
独占鳌头 夺得冠军
独自 单独
独自 径自
堵截 切断
堵塞 梗塞
堵塞 拥塞
堵塞 阻塞
赌气 负气
赌咒 发誓
妒忌 嫉妒
妒忌 忌妒
度过 渡过
渡过 度过
蠹虫 蛀虫
端的 真个
端详 打量
短促 急促
短缺 缺乏
短少 缺少
断定 判断
断魂 销魂
断交 建交
断交 绝交
断然 决然毅然
断送 葬送
锻炼 锤炼
锻造 铸造
堆叠 重叠
堆积 沉积
队伍 步队
对比 对照
对比 比较
对待 看待
对等 平等
对付 凑合
对付 应付
对抗 抗衡
对抗 反抗
对立 对峙
对于 对
对照 对比
对症下药 隔靴搔痒
对症下药 有的放矢
对峙 对立
敦促 催促
囤积居奇 奇货可居
顿挫 抑扬
顿时 登时
多次 屡次
多么 如许
多难 多灾
多余 过剩
多灾 多难
咄咄逼人 平易近人
咄咄逼人 盛气凌人
哆嗦 发抖
夺得冠军 独占鳌头
夺目 醒目
夺目 耀眼
夺取 篡夺
夺取 牟取
躲藏 潜藏
堕落 腐化
堕入 陷入
讹传 谣传
讹诈 敲诈
额定 额外
额手称庆 以手加额
额外 额定
厄运 恶运
扼杀 抹杀
扼守 把守
扼要 简要
恶毒 狠毒
恶感 反感
恶棍 无赖
恶疾 顽疾
恶梦 噩梦
恶相 凶相
恶意 歹意
恶运 厄运
恶兆 凶兆
恶浊 肮脏
遏止 抑止
遏止 制止
噩梦 恶梦
恩赐 赏赐
恩德 恩惠
恩典 恩惠
恩惠 恩情
恩惠 恩泽
恩情 恩惠
恩泽 恩惠膏泽
儿歌 童谣
而已 罢了
尔后 此后
尔虞我诈 明争暗斗
耳背 耳尖
耳目 线人
耳濡目染 潜移默化
耳食之言 以讹传讹
耳提面命 谆谆教诲
二月 仲春
发布 宣布
发呆 发愣
发动 动员
发抖 颤抖
发奋 奋发
发奋图强 自强不息
发愤 奋发
发话器 话筒
发还 发回
发慌 发窘
发挥 施展
发回 发还
发窘 发慌
发酒疯 撒酒疯
发觉 察觉
发觉 发现
发掘 挖掘
发愣 发呆
发明 发现
发明 创造
发起 发动
发热 发烧
发上指冠 怒发冲冠
发烧 发热
发生 产生
发誓 起誓
发问 提问
发现 发明
发笑 失笑
发扬 发挥
发扬 弘扬
发源 发祥
发作 发生
发作 发生
伐柯人 媒人
法宝 宝贝
法场 刑场
法度 法式
法式 法度
法则 法令
法则 规律
法子 方法
翻滚 翻腾
翻江倒海 排山倒海
翻开 打开
翻山越岭 跋山涉水
翻腾 翻滚
翻天覆地 天翻地覆
翻云覆雨 反复无常
凡人 常人
凡是 但凡
凡是 凡
烦闷 沉闷
烦恼 懊恼
烦扰 搅扰
烦扰 扰乱
烦琐 繁缛
烦琐 繁琐
烦琐 ?嗦
烦躁 焦躁
繁华 繁荣
繁忙 忙碌
繁茂 茂盛
繁茂 茂盛
繁荣 繁华
繁荣昌盛 人寿年丰
繁衍 繁殖
繁杂 复杂
繁殖 滋生
繁重 沉重
反常 变态
反复 重复
反复无常 出尔反尔
反感 恶感
反击 回击
反抗 对抗
反面 背面
反目 交恶
反叛 反水
反璞归真 洗净铅华
反省 检查
反水 反叛
反问 反诘
反响 反应
反应 反映
反应 反响
反映 反应
反作用 副作用
犯错 出错
犯法 犯罪
犯禁 违禁
犯罪 犯法
泛论 畅谈
范畴 范围
范畴 领域
范例 典范
范围 范畴
范围 规模
贩夫走卒 引车卖浆
方案 计划
方便 便利
方才 刚才
方寸已乱 心慌意乱
方法 方式
方法 办法
方式 方法
方丈 住持
芳香 芬芳
防备 防范
防备 戒备
防备 防御
防范 防备
防卫 防守
防御 防备
防御 防备
防止 避免
防止 预防
妨碍 妨害
妨害 妨碍
房东 房主
房契 宅券
房钱 租金
房屋 屋宇
房主 房东
房子 屋子
仿单 说明书
仿佛 好像
仿佛 恍如
仿佛 似乎
仿佛 俨然
仿造 仿制
仿制 仿造
访古寻幽 探寻胜迹
访问 拜访
彷徨 徘徊
放荡 放纵
放荡不羁 落拓不羁
放荡不羁 倜傥不羁
放荡不羁 放荡任气
放荡任气 放荡不羁
放工 下班
放火 纵火
放弃 废弃
放晴 转晴
放射 喷射
放手 撒手
放肆 放纵
放心 释怀
放逐 流放
放逐 流放
放纵 放荡
放纵 放肆
飞奔 飞驰
飞驰 飞奔
飞舞 飘动
飞翔 翱翔
飞翔 飞行
飞行 飞翔
飞扬 飞腾
飞扬跋扈 专横跋扈
飞跃 奔腾
非常 十分
非常 无比
非常 异常
非凡 不凡
非凡 不凡
非难 责难
菲薄 微薄
菲敬 菲仪
菲仪 菲敬
蜚短流长 闲言闲语
肥美 肥沃
肥饶 肥沃
肥沃 肥饶
匪徒 强盗
诽谤 毁谤
废除 废止
废除 破除
废话 空话
废话连篇 奇文瑰句
废料 废物
废品 成品
废品 赝品
废弃 放弃
废寝忘食 游手好闲
废寝忘食 孜孜不倦
废物 废料
废止 废除
沸沸扬扬 满城风雨
费尽心机 化尽心血
费劲 吃力
费力 费劲
费力 省力
费神 费心
费事 麻烦
费心 费神
费心 操心
费用 用度
分辨 辨别
分辨 分辩
分辩 辩白
分辩 分辨
分别 分辨
分别 分离
分布 散布
分道扬镳 各奔前程
分发 散发
分割 宰割
分毫不爽 一点不错
分红 分成
分开 离开
分离 分别
分裂 决裂
分秒必争 争分夺秒
分明 明显
分明 清楚
分配 调配
分歧 不合
分散 疏散
分手 分别
分说 分辩
分摊 摊派
分外 分内
分外 格外
分文不取 一钱不受
分析 剖析
吩咐 嘱咐
纷繁 纷纷
纷纷 纷纭
纷乱 缭乱
纷纭 纷纷
纷至沓来 络绎不绝
芬芳 芳香
氛围 气氛
坟墓 宅兆
焚杀 屠烧
粉墨登场 弹冠相庆
粉身碎骨 肝脑涂地
粉饰 掩饰
粉碎 破碎
奋不顾身 舍生忘死
奋斗 斗争
奋发 发奋
愤恨 愤怒
愤慨 气愤
愤怒 恼怒
丰采 神姿
丰产 丰收
丰登 丰收
丰富 丰盛
丰富 丰硕
丰功伟绩 劳苦功高
丰厚 丰富
丰满 饱满
丰年 熟年
丰年 乐岁
丰年 康年
丰饶 富饶
丰盛 丰富
丰收 丰产
丰硕 丰富
丰衣足食 安居乐业
丰衣足食 饥寒交迫
风采 风度
风驰电掣 追风逐电
风吹草动 打草惊蛇
风度 风采
风度 风姿
风高浪急 风号浪吼
风格 作风
风光 景色
风景 景致
风卷残云 狼吞虎咽
风流 风骚
风马不接 风马牛不相及
风马牛不相及 风马不接
风靡一时 风行一时
风平浪静 惊涛骇浪
风平浪静 惊天动地
风气 风尚
风趣 幽默
风骚 风流
风尚 风气
风声鹤唳 草木皆兵
风俗 风气
风闻 传闻
风险 危险
风行 盛行
风言风语 流言蜚语
风雨不透 水泄不通
风云 风波
风韵 风度
风筝 鹞子
风烛残年 行将就木
风姿 风度
封闭 关闭
封闭 封锁
封闭 关闭
封锁 封闭
疯狂 猖狂
烽火 战火
烽烟 烽火
锋利 锐利
锋芒 矛头
蜂拥 簇拥
蜂拥而至 一拥而上
逢场作戏 偶一为之
逢凶化吉 绝处逢生
逢迎 迎合
缝补 补缀
讽刺 讥讽
凤毛麟角 百里挑一
奉承 阿谀
奉告 告诉
奉公守法 克己奉公
奉公守法 违法乱纪
奉劝 劝告
奉献 贡献
奉行故事 遵守习惯
奉养 赡养
佛门 空门
否定 否认
否极泰来 苦尽甘来
否认 否定
夫唱妇随 鹿车共挽
肤浅 浮浅
敷衍 应付
敷衍 搪塞
敷衍了事 草草了事
敷衍了事 一丝不苟
敷衍塞责 敷衍了事
伏枥守株 乐道安贫
扶病 抱病
扶持 搀扶
扶持 搀扶
扶植 培植
拂尘 布掸子
拂尘 接风
拂晓 黎明
拂袖而去 扬长而去
服从 遵从
服从 屈服
服毒 仰药
服气 信服
服气 折服
服侍 伺候
服饰 衣饰
服帖 帖服
浮光掠影 记忆犹新
浮夸 虚夸
浮浅 肤浅
浮现 显现
浮躁 急躁
符合 合乎
符合 契合
符合 吻合
符合 相符
幅员 版图
福气 福分
福星高照 三生有幸
抚摸 抚摩
抚摩 抚摸
抚摩 抚摸
抚慰 安慰
抚养 抚育
抚育 抚养
俯瞰 鸟瞰
俯首 昂首
釜中鱼 俎上肉
辅币 本币
辅助 帮助
辅佐 辅助
辅佐 协助
腐败 腐朽
腐败 腐烂
腐化 堕落
腐化 腐蚀
腐烂 糜烂
腐蚀 腐化
腐朽 腐败
负担 累赘
负荆请罪 兴师问罪
负疚 抱歉
负气 赌气
负伤 挂花
负薪救火 扬汤止沸
负隅顽抗 束手待毙
附近 邻近
附近 四周
附属 从属
复古 复旧
复活 回生
复生 回生
复习 温习
复兴 振兴
复兴 中兴
复原 还原
复原 恢复
复杂 庞杂
赴汤蹈火 出生入死
富丽 华丽
富丽堂皇 金碧辉煌
富强 强盛
富饶 富裕
富余 充裕
富裕 富饶
富裕 充裕
富足 充裕
富足 饶富
覆盖 笼罩
覆信 回音
该当 应当
改变 转变
改动 修改
改革 改造
改换 更换
改嫁 再醮
改进 改良
改良 改进
改善 改良
改头换面 面目全非
改邪归正 弃暗投明
改行 转业
改造 改革
改正 矫正
改正 纠正
改组 改选
概略 概况
干脆 罗唆
干脆 索性
干犯 冒犯
干涸 干枯
干净 清洁
干枯 干涸
干练 老练
干卿底事 与你何关
干扰 烦扰
干涉 干预
干预 干涉
甘美 甜蜜
甘心 情愿
甘愿 情愿
甘旨 美味
肝脑涂地 粉身碎骨
尴尬 为难
赶紧 赶快
赶紧 连忙
赶紧 赶快
赶紧 赶快
赶快 赶紧
赶忙 赶紧
赶忙 急忙
赶上 遇上
感触 感想
感触 感受
感到 觉得
感动 激动
感动 打动
感恩戴德 深恶痛绝
感化 感召
感激 感谢
感觉 感到
感慨 感叹
感念 感怀
感情 情感
感染 沾染
感受 感触
感受 感想
感受 感触
感叹 感慨
感想 感触
感谢 感激
感性 理性
刚才 方才
刚刚 刚
刚好 恰好
刚强 坚强
刚毅 坚毅
纲领 纲要
纲要 纲领
高昂 昂扬
高傲 骄傲
高傲 清高
高不可攀 遥不可及
高超 高明
高潮 热潮
高档 高级
高等 高级
高低 高下
高峰 顶峰
高高在上 至高无上
高贵 高尚
高级 高等
高见 卓识
高利贷 印子钱
高明 高超
高人一等 出人头地
高山 深谷
高尚 高贵
高尚 崇高
高深 精深
高视阔步 昂首阔步
高寿 遐龄
高耸 巍峨
高下 高低
高兴 愉快
高兴 兴奋
高雅 文雅
高枕无忧 万事大吉
高枕无忧 安枕无忧
膏火 学费
膏壤 沃土
膏腴 腴膏
告别 离别
告发 举报
告诉 告知
告知 告诉
割断 切断
歌唱 歌颂
歌功颂德 树碑立传
歌功颂德 怨声载道
歌颂 歌唱
革除 铲除
革新 改革
革职 撤职
格斗 搏斗
格格不入 心心相印
格局 格式
格式 格局
格外 分外
隔断 隔绝
隔阂 隔膜
隔绝 隔断
隔膜 隔阂
各奔前程 分道扬镳
各持己见 各抒己见
各抒己见 畅所欲言
各抒己见 各持己见
各有所长 各有千秋
给以 赐与
根本 基本
根本治理 正本清源
根除 铲除
根底 基础
根基 基础
根据 依据
根绝 杜绝
根深蒂固 积重难返
根源 本源
根源 来源
跟从 随从
跟随 追随
跟着 随着
更换 调换
更换 改换
更深人静 夜阑人静
更甚 愈甚
耕人之田 为人作嫁
耕市不惊 秋毫无犯
耿直 正直
梗塞 堵塞
梗阻 阻塞
工夫 功夫
工巧 工细
工业 产业
公布 颁布
公道 公平
公道 合理
公愤 众怒
公告 布告
公家 公众
公开 公然
公民 国民
公平 公正
公然 公开
公营 国营
公允 公道
公允 偏颇
公正 公平
公众 大众
公众 公家
功败垂成 功亏一篑
功臣 元勋
功夫 工夫
功绩 功劳
功课 作业
功劳 功绩
功能 功效
功效 功能
功效如神 万试万灵
功勋 功劳
功用 功能
功在不舍 勤能补拙
攻击 攻打
攻击 袭击
供给 供应
供认 承认
供认 招认
供献 进献
供养 赡养
供应 供给
恭敬 恭顺
恭顺 恭敬
恭维 奉承
恭喜 祝贺
巩固 坚固
巩固 强固
共鸣 共识
共识 共鸣
共同 独特
贡献 奉献
勾搭 勾结
勾画 勾勒
勾结 勾搭
勾勒 勾画
勾引 引诱
钩心斗角 尔虞我诈
狗彘不若 猪狗不如
苟安 偷安
苟且偷生 得过且过
苟且偷生 苟且偷安
苟且偷生 宁死不屈
苟且偷生 死不足惜
苟且偷生 贪生怕死
构成 形成
构词惑众 造谣生事
构造 结构
购买 购置
购置 购买
够数 足数
估计 估量
估量 估计
姑且 权且
姑苏 苏州
姑妄听之 姑妄言之
姑妄言之 姑妄听之
姑息 迁就
姑息养奸 养虎遗患
孤单 孤独
孤独 孤单
孤芳自赏 打成一片
孤芳自赏 顾影自怜
孤芳自赏 自惭形秽
孤负 辜负
孤家寡人 众叛亲离
孤苦 伶丁
孤陋寡闻 坐井观天
孤掌难鸣 孤立无援
沽名钓誉 欺世盗名
毂击肩摩 车水马龙
古板 呆板
古道 旧道
古道热肠 古貌古心
古怪 怪僻
古里古怪 阴阳怪气
古貌古心 古道热肠
古装 时装
骨瘦如柴 瘦骨嶙峋
蛊惑人心 妖言惑众
蛊惑人心 ?张为幻
鹄候 伫候
鹄立 伫立
鼓吹 宣传
鼓动 煽动
鼓励 激励
鼓励 勉励
鼓舞 鼓励
固然 诚然
固然 虽然
固然 虽然
固守 猛攻
固执 执拗
故步自封 墨守成规
故居 旧居
故弄玄虚 弄虚作假
故土 故乡
故土 家乡
故乡 家乡
故意 成心
顾忌 顾虑
顾虑重重 悍然不顾
顾问 参谋
顾惜 爱惜
顾恤 怜惜
顾影自怜 孤芳自赏
瓜熟蒂落 水到渠成
刮目相看 另眼相看
寡不敌众 众寡悬殊
寡廉鲜耻 恬不知耻
挂彩 负伤
挂花 负伤
挂念 牵挂
乖僻 古怪
乖巧 灵巧
拐弯抹角 旁敲侧击
怪僻 古怪
怪石嶙峋 危峰兀立
怪样子 四不像
关闭 封闭
关怀 关心
关键 要害
关键 症结
关联 关系
关切 关心
关系 关联
关心 关怀
关于 对于
观察 察看
观察 视察
观念 观点
观赏 欣赏
观望 张望
冠冕堂皇 堂而皇之
鳏寡孤独 孤苦伶仃
管窥蠡测 洞若观火
管理 治理
管束 管教
贯彻始终 坚持到底
贯穿 贯串
贯串 贯穿
惯例 通例
惯用 习用
灌溉 浇灌
灌输 灌注
灌水 注水
灌注贯注 灌输
光彩 光荣
光彩夺目 鲜艳夺目
光复 收复
光怪陆离 斑驳陆离
光棍 王老五骗子
光滑 润滑
光辉 辉煌
光亮 光明
光临 光顾
光芒 光辉
光芒 毫光
光芒耀眼 光彩夺目
光明 光亮
光明磊落 光明正大
光明磊落 正大光明
光明正大 光明磊落
光荣 光彩
光说不练 言而不行
光说不做 言而不行
光天化日 青天白日
光秃秃 赤裸裸
光鲜 鲜明
光线 光芒
光阴 时间
光阴似箭 日月如梭
光阴似箭 似水流年
光阴似箭 乌飞兔走
光宗耀祖 显亲扬名
广播 播送
广博 渊博
广大 宽大
广泛 普遍
广阔 辽阔
广义 狭义
逛逛 走走
归还 偿还
归还 奉还
归结 归纳
归咎 归罪
归纳 演绎
归入 纳入
归罪 归咎
规避 躲避
规定 划定
规范 标准
规规矩矩 规行矩步
规划 计划
规矩 规则
规律 法则
规模 范围
规劝 奉劝
规行矩步 规规矩矩
规语 箴言
规则 规矩
瑰宝 珍宝
瑰丽 绮丽
轨制 制度
诡辩 狡辩
诡辞欺世 妖言惑众
诡计 阴谋
诡计多端 阴谋诡计
鬼斧神工 巧夺天工
鬼鬼祟祟 鬼头鬼脑
鬼使神差 阴差阳错
鬼头鬼脑 鬼鬼祟祟
贵爵 王侯
贵人 朱紫
贵体 玉体
贵姓 尊姓
贵重 珍贵
贵族子弟 王孙公子
桂林一枝 一枝独秀
滚动 转动
国度 国家
国家 国度
国家栋梁 中流砥柱
国民 公民
国内 海内
国色天香 天姿国色
国事 国是
国是 国事
国土 领土
果断 武断
果真 果然
过程 进程
过错 错误
过度 适度
过分 过火
过火 过分
过量 适量
过目不忘 过目成诵
过目成诵 过目不忘
过目成诵 目即成诵
过期 过时
过去 从前
过甚 过火
过甚其实 名过其实
过剩 多余
过失 差错
过失 错误
过时 过期
过头 过火
过细 细致
哈腰 弯腰
海底捞针 江中钓月
海疆 海域
海角 天涯
海角天涯 天涯海角
海内 国内
海市蜃楼 空中楼阁
海市蜃楼 子虚乌有
海洋 大陆
海域 海疆
海域 海疆
害怕 惧怕
害怕 畏惧
害人不浅 贻害不浅
害臊 害羞
酣畅 畅快
酣战 鏖战
憨厚 浑厚
憨实 憨厚
含垢忍辱 忍辱含垢
含垢忍辱 忍尤含诟
含糊 含混
含糊 暧昧
含混 含糊
含沙射影 暗箭伤人
含辛茹苦 千辛万苦
含蓄 蕴藉
含义 含意
邯郸之梦 黄粱一梦
函件 信件
涵养 修养
寒冷 严寒
寒气 冷气
寒微 微贱
罕见 常见
罕见 难得
罕见 稀有
罕见 习见
汗流浃背 挥汗如雨
汗牛充栋 车载斗量
捍卫 保卫
沆瀣一气 狐群狗党
毫不 绝不
毫不相关 息息相关
毫不在意 满不在乎
毫光 光芒
毫无所惧 肆无忌惮
豪放 豪迈
豪华 奢华
豪杰 英雄
豪举 壮举
豪迈 豪放
豪气 英气
豪情 激情
豪爽 豪放
豪侠好义 英雄仗义
好比 比如
好吃懒做 好逸恶劳
好处 利益
好汉 英雄
好景不常 昙花一现
好久 良久
好久 许久
好看 难看
好人难做 善门难开
好像 似乎
好笑 可笑
好心 善意
好逸恶劳 好吃懒做
好逸恶劳 壮志凌云
好意 好心
好友 挚友
好友 挚友
号令 号召
号召 号令
浩大 浩瀚
浩大 盛大
浩荡 浩大
耗费 消耗
耗损 耗费
呵斥 斥责
呵护 庇护
呵责 呵斥
喝彩 欢呼
喝酒 饮酒
合法 正当
合格 及格
合计 共计
合计 算计
合计 总计
合理 公道
合力 协力
合浦还珠 失而复得
合情合理 通情达理
合适 适合
合奏 独奏
合作 配合
合作 协作
何堪 那堪
何乐不为 心甘情愿
何为 作甚
和 跟
和蔼 和气
和蔼可亲 和颜悦色
和风 微风
和睦 和气
和气 和睦
和气 和蔼
和善 和气
和顺 温柔
和婉 柔顺
和谐 协调
和煦 温煦
和颜悦色 和蔼可亲
和颜悦色 疾言厉色
和颜悦色 正颜厉色
河东狮吼 畏妻如虎
核对 核查
核心 中心
贺喜 道贺
鹤立鸡群 出类拔萃
黑沉沉 黑洞洞
黑沉沉 阴森森
黑点 斑点
黑洞洞 黑沉沉
黑糊糊 黑沉沉
黑货 私货
